function	F01-21-GEL	F01-21-WAT	F04-21-GEL	F04-21-SED	F04-21-WAT	F07-20-COR	F07-20-GEL	F07-20-SED	F07-20-WMS	F07-21-COR	F07-21-GEL	F07-21-SED	F07-21-WAT	F09-21-GEL	F09-21-SED	F09-21-WAT	F09-21-WMS	F10-20-GEL	F10-20-SED	F10-20-WAT	F10-20-WMS	SEnd-1A-02-WMS	SEnd-1B-05-WMS	SEnd-1C-04-WMS	SEnd-1C-06-WMS	SEnd-1D-07-WMS	SEnd-2C-04-WMS	SEnd-2C-06-WMS	SEnd-2D-05-WMS	SEnd-2D-07-WMS	SEnd-2D-09-WMS	SEnd1-WAT	SEnd2-WAT	SEnd3-WAT	SSt1-1A-COR	SSt1-1A-GEL	SSt1-WMS	SSt2-1B-COR	SSt2-1B-GEL	SSt2-WMS	SSt3-1C-COR	SSt3-1C-GEL	SSt3-WMS	SSt4-1D-COR	SSt4-1D-GEL	SSt4-WMS	SSt5-2C-COR	SSt5-2C-GEL	SSt5-WMS	SSt6-2D-COR	SSt6-2D-GEL	SSt6-WMS	WEnd1-WAT	WEnd2-WAT	WEnd3-WAT	WSt1-1A-04-GEL	WSt1-1A-COR	WSt1-WMS	WSt2-1A-05-GEL	WSt2-1C-COR	WSt2-WMS	WSt3-1A-06-GEL	WSt3-2C-COR	WSt3-WMS
1.2.1.2-RXN	2918.0	4136.0	1971.0	3185.43	5164.0	4261.5	725.29	1641.0	10532.63	1639.75	1435.0	3114.87	2739.0	2352.75	4252.5	6645.0	7021.68	1614.48	811.0	4794.0	5210.0	13931.74	9437.0	9693.5	6726.5	8366.34	3117.16	9956.01	7555.0	2854.0	4217.0	5532.0	6606.66	4251.0	2201.04	4857.67	5049.76	1697.0	1737.25	8050.51	1103.72	1198.54	3623.5	3031.0	4984.0	5008.5	1683.5	4282.0	9420.5	1380.5	1416.0	6110.57	6401.76	8191.66	7890.5	2739.0	4375.0	2007.0	3590.0	2831.0	1705.5	3264.74	3103.5	1757.0
1.2.1.27-RXN	3832.5	4534.5	2360.0	1396.0	3207.0	1290.5	893.0	747.5	1453.0	2817.5	2262.5	2806.33	3203.0	3195.5	1006.0	4752.0	2656.17	3274.5	1563.5	4608.0	4091.5	537.0	2128.0	2505.0	810.0	1507.34	4067.0	1600.0	3796.0	1022.5	5436.5	4371.62	3302.53	2321.25	2337.04	3955.0	2697.0	2858.0	3897.0	3622.5	864.22	1842.04	2766.5	2548.0	2468.5	1570.0	1189.5	2907.5	1867.5	1216.0	1522.0	1702.0	2346.11	5019.91	4366.0	2748.0	2704.0	2987.5	2963.5	1897.5	3102.0	2016.5	2337.5	2420.0
1.2.1.32-RXN	499.5	728.5	1220.0	1834.0	389.5	908.0	788.5	95.5	393.0	1064.0	335.5	1263.0	645.5	461.5	291.5	175.0	378.2	712.5	0.0	416.0	457.9	0.0	570.0	0.0	0.0	214.5	1011.5	0.0	1278.0	134.5	1553.0	0.0	0.0	98.5	762.5	1275.92	355.0	380.0	590.75	278.0	344.0	752.0	456.2	634.5	644.0	545.5	649.0	548.0	155.5	205.1	459.9	727.4	236.0	677.5	654.5	1461.5	824.5	933.5	1022.5	1027.5	1537.5	515.0	1540.0	1321.0
1.2.1.45-RXN	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1845.99	1146.0	126.0	195.0	1044.0	0.0	818.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.01	0.0	0.0	239.01	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	300.0	0.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.66-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.9-RXN	663.5	228.5	1291.0	468.0	118.0	944.5	809.5	138.5	55.0	234.0	996.5	527.0	501.5	508.0	91.0	121.5	45.5	539.0	340.0	498.0	72.5	0.0	141.0	0.0	80.0	67.5	177.5	0.0	131.0	63.0	94.0	82.5	62.5	43.5	62.0	1746.42	278.0	157.5	185.0	0.0	285.0	765.5	87.0	0.0	263.0	267.5	170.0	1509.0	0.0	133.5	49.5	118.0	790.75	188.5	409.0	1221.0	0.0	648.5	1397.5	270.5	850.5	850.5	509.5	718.0
1.2.3.3-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.4.4-RXN	6529.5	3190.0	7737.5	6759.0	4704.5	2863.0	4614.5	1404.5	3751.0	5540.5	8259.0	7377.5	3888.5	6076.0	1942.5	3096.5	2467.34	6235.5	1137.0	2951.0	2664.0	2735.5	3009.5	4122.5	3582.0	1844.0	2555.0	2113.5	2331.5	3022.0	1517.5	1972.74	1377.24	2527.0	2789.5	9742.26	3631.5	3389.5	1398.5	5310.5	3406.0	5185.5	3487.0	2268.5	2384.0	3250.5	2211.0	5493.5	2663.5	1376.5	3156.0	3399.5	7683.5	3795.0	6913.0	7527.0	4999.5	5898.0	5573.0	3921.0	5581.0	3582.5	7536.0	6525.0
1.2.7.4-RXN	0.0	0.0	0.0	148.0	0.0	0.0	0.0	152.0	2078.0	0.0	0.0	66.5	0.0	0.0	419.0	0.0	428.0	0.0	67.5	64.0	357.5	3849.99	1489.0	1971.0	1804.5	1464.0	0.0	3642.01	859.0	262.5	71.0	0.0	0.0	0.0	35.0	0.0	820.01	0.0	0.0	1035.01	0.0	0.0	548.0	0.0	0.0	769.5	0.0	0.0	1690.0	204.0	0.0	888.5	484.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0
1.2.7.5-RXN	0.0	0.0	0.0	80.43	0.0	0.0	15.29	514.0	6519.139999999999	0.0	0.0	20.71	0.0	492.0	1239.0	41.0	1334.43	27.14	82.0	0.0	1573.5	12144.97	5692.5	5803.5	5475.0	4915.0	0.0	10446.53	2815.5	1298.5	592.5	0.0	0.0	0.0	70.0	596.0	2787.03	0.0	9.75	3287.03	0.0	0.0	1378.5	0.0	0.0	1897.0	0.0	754.0	5110.0	510.0	0.0	2355.57	1160.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	523.5	0.0	0.0
1.2.7.7-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1027.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	716.0	0.0	0.0	0.0	866.0	836.0	382.0	530.0	692.0	281.0	0.0	592.0	781.0	0.0	150.0	0.0	0.0	0.0	96.0	0.0	331.0	0.0	4.0	576.0	0.0	0.0	812.0	0.0	0.0	0.0	74.0	0.0	474.0	288.0	0.0	406.0	116.0	0.0	0.0	58.0	72.0	290.0	0.0	318.0	0.0	0.0	552.0	326.0
1.2.7.8-RXN	734.5	2515.0	323.0	1510.0	2299.0	1762.0	63.0	669.0	9613.5	920.5	485.0	1225.0	593.5	335.5	1980.0	1621.0	4781.5	415.0	67.5	1451.0	4212.5	12353.98	8302.0	10813.0	10698.5	4830.0	576.0	9901.02	4215.0	5347.0	1679.5	321.0	855.0	795.0	268.0	690.0	4309.02	507.0	977.0	8336.02	220.0	645.0	6411.5	388.0	692.0	3760.0	489.0	909.5	6379.0	816.0	774.0	7500.0	1300.0	2045.0	1188.5	1203.0	451.0	755.0	1692.5	614.0	1360.0	2551.0	503.0	469.0
1.2.99.7-RXN	0.0	0.0	0.0	94.5	0.0	0.0	0.0	109.0	696.5	0.0	0.0	0.0	0.0	0.0	178.0	0.0	534.0	0.0	41.0	0.0	569.5	1589.66	551.5	1023.0	682.5	902.0	0.0	1034.34	350.5	319.0	71.0	0.0	0.0	0.0	35.0	0.0	524.34	0.0	0.0	825.34	0.0	0.0	419.5	0.0	0.0	542.5	0.0	0.0	970.0	0.0	0.0	572.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0
1.20.1.1-RXN	45.5	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	84.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.5	0.0	0.0	267.5	0.0	0.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.20.98.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.21.4.1-RXN	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	1015.75	38.75	0.0	107.5	0.0	83.75	0.0	224.0	243.75	0.0	0.0	168.0	0.0	0.0	286.0	0.0	0.0	70.0	0.0	96.0	0.0	137.0	0.0	0.0	66.0	96.0	0.0	0.0	0.0	52.0	0.0	260.5	0.0	0.0	113.0	0.0	0.0	0.0	128.0	0.0	66.0	0.0	0.0	0.0	0.0	104.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.21.4.4-RXN	0.0	0.0	0.0	27.0	0.0	0.0	0.0	42.0	375.75	7.75	0.0	21.5	0.0	484.75	0.0	0.0	48.75	0.0	0.0	0.0	0.0	0.0	780.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0
1.3.1.25-RXN	96.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	33.5	0.0	0.0	0.0	85.0	149.0	522.0	235.0	254.0	0.0	279.0	0.0	0.0	101.0	503.0	0.0	774.0	0.0	838.0	0.0	0.0	0.0	0.0	213.0	410.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	608.75	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.54-RXN	3535.5	3469.5	566.0	403.93	2063.5	893.5	994.79	478.5	705.39	2787.75	2246.0	1037.71	2858.0	3371.25	242.0	2730.5	2304.1800000000003	3040.14	433.0	3315.5	3114.9	1218.0	994.0	2607.0	1506.0	1310.0	903.0	1478.5	1333.5	1845.0	2075.5	713.0	1638.5	1375.5	1264.0	1813.0	1248.0	1353.5	4555.0	1907.5	1154.0	2271.0	1796.8	1673.0	2915.5	1452.5	1025.5	1176.5	1122.5	1088.1	1443.4	542.97	1031.75	1937.0	1599.0	1171.0	657.0	1950.5	1923.0	1259.0	2640.5	1510.0	677.5	1824.5
1.3.1.64-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.9-RXN	11911.5	13333.5	15133.5	11286.43	14170.5	8060.5	7992.29	2128.5	10886.0	9075.25	13241.5	13341.37	11788.5	12306.25	4891.0	12050.0	10082.05	10310.81	1527.0	10190.83	9172.3	10521.25	11574.0	11646.75	10381.0	7116.59	8113.58	6377.0	9177.25	8452.25	8830.92	9196.12	8684.15	7470.75	6843.54	19261.0	8935.25	7546.5	9153.5	16252.75	7107.22	11243.04	10628.5	7633.0	9487.5	8507.25	5551.5	14010.5	9769.5	4370.2	6707.3	10783.37	7615.86	15068.91	17722.0	13504.0	9856.5	12330.5	11087.0	9318.0	9500.0	9622.36	13437.5	12202.5
1.3.7.2-RXN	279.0	0.0	135.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	373.5	0.0	293.0	215.0	0.0	359.5	0.0	32.0	0.0	777.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	266.5	0.0	0.0	48.0	8.5	103.5	444.0	0.0	267.5	242.5	0.0	0.0	209.5	36.5	0.0	57.0	0.0	0.0	35.0	0.0	0.0	0.0	116.0	232.5	0.0	0.0	253.0	0.0	0.0	137.5	37.5	0.0
1.3.7.3-RXN	279.0	0.0	135.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	373.5	0.0	293.0	215.0	0.0	359.5	0.0	32.0	0.0	777.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	266.5	0.0	0.0	48.0	8.5	103.5	444.0	0.0	267.5	242.5	0.0	0.0	209.5	36.5	0.0	57.0	0.0	0.0	35.0	0.0	0.0	0.0	116.0	232.5	0.0	0.0	253.0	0.0	0.0	137.5	37.5	0.0
1.3.7.5-RXN	3069.5	3364.5	891.0	144.5	1448.5	27.0	937.5	437.5	274.0	2213.0	2309.0	865.0	2372.0	3275.5	0.0	1455.5	1280.0	2657.0	93.0	2272.5	2352.0	258.0	517.0	1905.0	608.0	836.0	903.0	853.0	841.0	854.0	1629.0	625.0	1061.5	765.5	921.5	1606.0	759.0	1237.5	4455.0	1507.0	910.0	2173.5	1292.0	1656.0	2735.5	743.0	1025.5	899.5	450.0	885.5	1422.0	184.0	229.0	1885.0	1120.0	773.5	467.0	1950.5	1074.0	523.0	2294.5	505.0	474.5	1662.5
1.3.99.16-RXN	7443.0	2046.0	7361.0	6176.0	2497.0	5407.0	3103.0	523.0	2486.0	4863.0	9098.0	7296.0	4766.0	4596.0	1398.0	2950.0	1640.0	3566.0	1680.0	2662.66	1568.8	686.0	3407.0	2132.5	1927.0	1669.5	4692.0	888.5	1711.0	1320.0	3336.0	1018.5	1986.5	1620.5	3284.0	9631.09	3588.5	6132.0	3871.5	1299.5	2953.0	6119.0	1336.6	5417.0	4878.0	3493.0	2617.0	7676.0	1260.5	1321.2	4567.8	212.8	2335.5	2258.5	4738.0	8426.0	3330.0	8113.0	8722.5	4761.0	8409.5	7015.0	5774.0	6733.0
1.3.99.23-RXN	119.5	0.0	0.0	0.0	0.0	0.0	247.0	0.0	227.5	40.0	168.0	232.0	0.0	252.5	0.0	0.0	271.0	137.0	70.0	54.0	305.0	89.0	143.0	88.0	83.0	96.5	190.0	48.0	0.0	103.5	71.0	78.0	0.0	62.0	66.0	65.75	198.0	0.0	0.0	233.0	13.0	0.0	387.0	0.0	106.5	416.5	0.0	151.0	271.0	0.0	0.0	345.5	57.0	0.0	42.0	157.0	0.0	0.0	284.0	0.0	0.0	0.0	142.5	0.0
1.3.99.5-RXN	67.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	180.0	0.0	0.0	0.0	0.0	213.0	0.0	71.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	145.0	31.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	284.0	0.0	0.0	125.0	0.0	0.0
1.4.1.11-RXN	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	292.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	277.0	0.0	0.0	0.0	367.0	244.0	170.0	208.0	300.0	303.0	0.0	217.0	177.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	195.0	0.0	0.0	116.0	0.0	0.0	170.0	0.0	0.0	370.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
1.4.1.21-RXN	96.0	724.0	0.0	659.0	501.0	53.5	0.0	20.0	0.0	0.0	0.0	0.0	109.5	0.0	0.0	189.0	52.0	0.0	182.0	288.0	0.0	165.0	0.0	0.0	92.0	0.0	0.0	25.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	68.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.2	209.0	0.0	0.0	0.0	0.0	0.0	348.0	603.5	382.5	124.0	162.0
1.4.3.19-RXN	1025.5	413.5	2348.0	1652.0	691.0	1302.5	830.0	406.0	348.0	801.5	2001.5	1698.5	393.5	1205.5	1839.0	1505.0	867.5	810.5	467.0	2456.0	601.0	250.0	638.5	578.0	637.0	917.0	1206.5	220.0	2137.5	400.5	1776.0	562.62	774.62	955.0	717.0	1779.17	1371.0	1241.0	403.0	1408.5	1704.5	975.5	1044.0	1692.0	728.5	1196.5	1013.0	3019.5	1489.5	984.0	704.0	692.0	3494.75	934.5	2712.0	866.0	2062.0	750.0	407.5	2345.0	1277.5	1308.0	1961.5	946.5
1.4.3.20-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.1.20-RXN	9084.0	10327.5	9123.0	6721.93	9658.0	5149.5	4718.29	1933.0	8648.76	6688.0	9140.5	9098.04	8085.0	8812.0	4347.0	9080.5	6738.43	7670.809999999999	1303.0	7842.83	5701.4	13224.48	9014.0	10681.5	8789.5	6832.67	4235.0	9340.52	5566.0	5654.0	4669.0	6668.5	5872.08	5554.25	5090.77	11410.08	6788.52	5877.5	7355.25	10211.52	5236.860000000001	7135.77	6589.3	6214.5	6866.5	7170.5	4369.0	8965.0	8134.5	3377.1	4454.4	6183.97	3920.28	11453.58	11664.5	8632.0	7253.0	7785.5	6948.0	6248.5	7665.5	5711.12	9469.5	8219.0
1.5.1.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	10.62	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	55.67	0.0	0.0	0.0	0.0	195.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	2641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0
1.5.1.34-RXN	135.0	41.5	1046.0	1139.0	0.0	95.0	201.0	0.0	53.62	187.0	262.0	221.33	107.0	185.0	0.0	437.0	664.0	55.67	0.0	389.0	0.0	0.0	0.0	0.0	0.0	101.67	0.0	0.0	0.0	0.0	0.0	768.12	1100.1999999999998	139.25	32.54	1501.0	164.0	53.0	0.0	1133.0	18.72	247.54	128.0	134.0	1131.0	232.0	24.0	886.5	845.0	0.0	0.0	0.0	316.33	126.08	549.0	318.0	0.0	46.5	283.0	0.0	94.0	140.12	0.0	0.0
1.5.1.7-RXN	2445.5	146.5	1089.0	1071.5	1095.0	559.5	565.0	372.5	3296.75	1400.5	2173.0	818.0	372.0	1322.0	564.0	620.0	2380.87	1705.0	130.0	736.3299999999999	2139.0	2063.25	2136.5	3807.75	2719.0	2278.25	802.5799999999999	2289.0	1351.75	2376.75	728.25	251.5	620.75	751.25	177.5	311.5	2040.75	789.5	573.5	3560.25	1484.5	1368.5	2401.4	470.0	816.0	1547.25	435.0	670.5	1682.0	312.5	579.5	3003.0	924.25	132.75	543.0	1546.5	1200.5	1612.0	1126.0	766.0	1280.0	2132.0	1206.5	1570.5
1.5.1.9-RXN	508.0	0.0	757.5	0.0	92.0	0.0	841.5	0.0	0.0	471.5	800.5	0.0	328.0	610.0	0.0	411.0	45.5	847.5	62.0	158.0	0.0	0.0	117.0	86.5	155.0	58.0	286.0	98.5	188.0	134.5	0.0	106.0	164.0	199.0	88.0	1257.5	92.5	0.0	76.5	68.5	177.0	796.0	119.5	0.0	159.0	453.0	0.0	280.0	21.5	0.0	0.0	0.0	0.0	135.0	652.0	240.5	183.0	417.0	369.5	185.0	38.0	119.5	750.5	325.0
1.5.5.1-RXN	1225.5	2804.0	993.0	1665.0	3048.0	1895.5	351.0	209.0	1576.0	1007.5	1777.0	2222.0	1873.0	906.0	707.0	4447.5	1233.5	503.67	390.0	3581.33	1371.5	1264.0	2107.5	453.0	336.0	686.6700000000001	2472.5	546.0	2899.5	133.5	3212.5	3816.12	2862.2	2653.25	1355.04	2081.67	1233.5	1644.5	988.5	1742.5	1110.72	1154.04	874.0	1527.0	1045.0	1209.0	721.0	932.0	1968.5	531.0	747.0	1147.0	644.0799999999999	5470.58	4776.0	2267.0	2971.0	1685.5	1894.0	2320.0	1756.0	2026.0	2046.5	1037.0
1.5.8.1-RXN	0.0	0.0	0.0	623.0	0.0	436.0	0.0	60.0	290.0	0.0	0.0	999.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	313.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0	125.0	0.0	288.0	390.0	0.0	0.0	267.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	389.0	19.0	0.0	0.0	0.0	367.0	0.0	445.0	0.0	208.0	190.0	247.0	124.0	162.0
1.5.8.2-RXN	0.0	0.0	0.0	623.0	0.0	436.0	0.0	60.0	290.0	0.0	0.0	999.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	313.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0	125.0	0.0	288.0	390.0	0.0	0.0	267.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	389.0	19.0	0.0	0.0	0.0	367.0	0.0	445.0	0.0	208.0	190.0	247.0	124.0	162.0
1.5.99.12-RXN	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.99.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.6.4.4-RXN	6560.0	4909.5	8120.0	6700.0	6906.5	5015.5	4997.5	1421.0	6130.74	4467.5	7253.5	8411.16	4743.5	7083.5	5827.5	4582.5	5650.9	5414.84	1829.0	5156.66	4911.2	6886.83	6082.5	5892.5	6331.5	5756.34	5465.83	3831.67	6992.0	3102.0	5869.0	3804.12	3294.03	3023.75	4644.54	9932.25	7317.67	5193.0	3521.75	10055.17	4584.22	5781.54	6116.7	5353.5	4623.0	5121.5	4147.5	7933.5	8311.5	2877.8	3806.2	6458.200000000001	4081.06	4315.91	8893.0	9262.0	9439.0	6517.0	6181.0	6750.5	5557.0	4874.24	10421.0	7340.5
1.7.2.2-RXN	361.0	0.0	34.0	1863.0	0.0	132.0	0.0	162.0	1945.62	322.0	96.0	974.33	0.0	232.0	295.0	341.0	1880.0	274.67	155.0	316.0	1174.5	1833.0	1552.0	2502.5	2397.0	466.67	31.0	802.5	475.0	1464.0	319.0	251.0	708.33	70.0	16.27	512.0	1170.5	494.0	14.0	2999.5	301.36	290.27	2293.0	134.0	768.0	1073.5	241.0	70.0	2205.5	204.0	350.0	3181.5	1013.33	42.83	332.0	248.0	153.0	307.0	243.0	19.0	433.0	713.12	0.0	503.0
1.7.2.3-RXN	176.0	0.0	0.0	1139.0	308.0	95.0	0.0	78.0	1174.87	0.0	75.0	525.33	0.0	351.0	0.0	682.0	1071.5	222.68	182.0	705.0	368.5	255.0	819.5	365.75	36.5	326.92	360.58	0.0	326.75	167.25	184.75	502.0	900.3299999999999	140.0	32.54	566.0	537.5	0.0	0.0	900.25	18.72	40.54	128.0	268.0	754.0	442.75	96.0	0.0	932.0	0.0	0.0	0.0	713.5799999999999	42.83	294.0	0.0	0.0	0.0	0.0	0.0	114.0	213.12	0.0	0.0
