"","F01.21.GEL","F01.21.WAT","F04.21.GEL","F04.21.SED","F04.21.WAT","F07.20.COR","F07.20.GEL","F07.20.SED","F07.20.WMS","F07.21.COR","F07.21.GEL","F07.21.SED","F07.21.WAT","F09.21.GEL","F09.21.SED","F09.21.WAT","F09.21.WMS","F10.20.GEL","F10.20.SED","F10.20.WAT","F10.20.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS","WSt1.1A.04.GEL","WSt1.1A.COR","WSt2.1A.05.GEL","WSt2.1C.COR","WSt3.1A.06.GEL","WSt3.2C.COR"
"ASV433",0,0,0,0,0,0,0,0,0.018234562784915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV700",0,0,0,0,0,0,0,0.0211886304909561,0,0,0,0,0,0,0.0200440528634361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV99",0,0,0,0,0,0,0,0,0,0,0,0.022061244649325,0,0,0,0,0,0.0300525920360631,0,0,0,0,0,0,0.0187224669603524,0.0552637108636268,0.0107760493612584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV418",0.012210633426609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130465949820789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164328150676274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV115",0,0,0,0.0454376163873371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422063746179595,0
"ASV410",0,0.0292919799498747,0,0,0.0101884870096791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623052959501558
"ASV536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020375491194877,0
"ASV584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150274893097129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1069",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243246703367046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV233",0,0,0,0.00645561762880199,0,0.0185212624092458,0,0,0,0,0,0.0154757984853474,0,0,0,0,0,0,0,0,0,0,0,0.00581468840854506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132250580046404,0,0,0,0,0,0,0,0,0
"ASV802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545634920634921,0,0,0,0,0,0.00886889460154242,0,0,0,0,0,0,0,0,0,0,0,0,0.00704599840467961,0,0,0
"ASV208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217223650385604,0,0,0,0,0.0468780019212296,0,0,0,0,0,0.0194539982803095,0,0,0,0,0.00641378046545721
"ASV833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586402785413231
"ASV511",0,0,0,0,0,0,0,0,0,0,0.0140441387216968,0,0,0,0,0,0,0,0,0,0,0,0,0.0109973454683352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV209",0,0,0,0,0,0,0,0,0.00756319933692499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145750032245582,0,0,0,0,0,0.00765661252900232,0,0,0,0,0,0,0,0,0
"ASV59",0,0,0.01332463660082,0,0,0,0,0,0,0,0.0458584121524792,0.0260125123477116,0,0,0,0,0,0,0,0,0,0.00714729645742697,0,0,0,0,0,0,0,0,0,0,0,0,0.0596110934013389,0,0,0,0,0.00386930352536543,0,0,0,0,0
"ASV91",0,0,0,0,0,0,0,0,0.0147119767923746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231323473644293,0,0,0.0278091596419571,0,0,0.0221849606603895,0,0,0,0,0,0,0,0,0.0212192262602579,0,0,0,0,0,0
"ASV320",0,0,0,0,0,0,0,0,0,0,0.0141396770803478,0,0,0,0,0,0,0,0,0,0.0325890162945081,0,0,0,0,0,0,0,0.00308483290488432,0,0,0,0,0,0.0130698119222187,0,0,0,0,0,0,0,0,0,0
"ASV756",0,0,0,0,0,0,0,0.0392764857881137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153014476818765
"ASV743",0,0,0,0,0,0,0,0,0,0,0,0.00867083744923719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542626311346919,0,0
"ASV218",0,0.0161340852130326,0,0,0.0359144167091187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379768836360476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337634149282527,0,0
"ASV693",0,0.00407268170426065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255447032306536,0,0.0139056831922612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256551218618288
"ASV835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00916897103769466,0
"ASV507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194086231600886,0,0,0,0,0,0,0,0,0,0,0,0.010536925050394
"ASV1039",0,0,0,0,0,0,0,0,0,0,0,0.00274393590165734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231440270607086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124621684173046,0,0,0.0280499519692603,0,0,0,0,0,0,0,0,0,0,0
"ASV258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146284376828555,0,0,0,0
"ASV779",0,0,0,0,0,0,0,0,0,0,0,0.00801229283283942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692259282567653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1010",0,0,0,0,0,0,0,0.00930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379218809252939,0,0.00357217902920782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032244196044712,0,0,0,0,0
"ASV376",0,0,0,0,0,0,0,0,0,0,0.0277061240087895,0,0,0,0,0,0,0.0208865514650639,0,0,0,0,0.0226521164021164,0,0,0.015129228829586,0,0,0.0235218508997429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025959723096287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV493",0,0,0,0,0.0196128374936322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172910662824207,0,0,0,0,0,0,0,0,0,0,0
"ASV380",0,0,0,0,0,0,0,0,0,0,0.0160504442533677,0,0,0,0,0,0,0,0,0,0,0,0.0135582010582011,0,0.0305223410950283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV185",0,0,0,0.037243947858473,0,0,0,0,0,0,0.00277061240087895,0.0193173087476677,0,0,0.0202643171806167,0,0,0,0,0,0,0,0,0,0.00424795468848332,0,0,0,0.00269922879177378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV216",0.0150089035868736,0,0.0262765560939247,0,0,0,0.0321018651362984,0,0,0,0.0169102894812267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297524173839124,0,0,0,0,0,0,0.0227333156075512,0,0,0
"ASV811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870105655686762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013616339607529,0,0,0,0,0,0,0
"ASV274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634396454332146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074448285030577,0,0,0
"ASV1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305632367923155,0
"ASV268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115702479338843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183665494333724,0.00730067243035543,0,0,0.0105440742302826,0,0,0,0,0,0,0,0
"ASV152",0,0,0,0,0,0,0,0,0.0338789888106092,0,0.000668768510556989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250939143501127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138328530259366,0,0,0,0,0,0,0,0,0,0,0
"ASV770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105440742302826,0,0,0,0,0,0,0,0
"ASV787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573796620975454,0,0,0,0,0,0,0.00957192236107418,0,0,0
"ASV961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419174548581255,0,0,0,0,0
"ASV75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573140549693891,0,0,0,0,0,0,0,0,0,0,0,0
"ASV414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989615149664019,0,0,0,0,0,0,0,0,0,0.010515338489615,0,0,0.02373274861344,0,0,0,0,0,0.0232018561484919,0,0,0.0287221570926143,0,0,0,0,0,0
"ASV280",0,0.0369674185463659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109950522264981
"ASV1096",0,0,0,0,0,0.0013335308934657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV983",0,0,0,0,0,0,0,0,0,0,0,0.00384151026232027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161548537330811,0
"ASV823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056772100567721,0,0,0,0,0,0.013015618742491,0,0,0,0,0,0,0
"ASV383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384826827927433
"ASV745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158189827793352,0,0,0,0,0,0,0
"ASV361",0,0,0,0,0,0.00518595347458883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166170634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108135942327497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV930",0,0,0,0,0,0,0,0,0,0.00778985507246377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV136",0,0,0.0309355199403653,0.0392302917442582,0,0,0,0,0,0,0,0.037756558006805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138165798958751,0,0,0,0,0,0.0218308834230825,0
"ASV899",0,0,0,0,0,0,0,0.0263565891472868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV292",0,0,0,0,0,0.0145206697288487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206650093225606,0,0,0,0,0,0,0,0,0,0,0,0.0655139289145053,0,0,0.0115984816533108,0,0,0,0.0121708601521358,0,0,0,0
"ASV390",0,0,0.0177040626164741,0,0,0,0.0333572453371593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV827",0,0,0,0,0,0.00118536079419173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595565328935312
"ASV309",0,0,0,0,0,0,0.0148852223816356,0,0,0,0.0210184389032196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV39",0,0.0170739348370927,0,0,0.0453387671930718,0.0300785301526152,0,0,0,0,0,0,0.0553237521248648,0,0,0.0388774459320288,0,0,0,0.0516928657799274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV288",0,0,0,0,0,0,0,0,0,0.0072463768115942,0,0.0254637251673801,0,0,0,0,0,0.0157776108189331,0,0,0,0,0.000661375661375661,0,0,0,0,0,0,0,0,0,0,0,0.0103070874508554,0,0,0,0,0,0,0,0,0,0
"ASV913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594109467829604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229108887013144,0,0
"ASV852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867052023121387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV60",0,0,0,0,0,0.00548229367313676,0,0,0.0248653128885205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304639110099861,0,0,0.0113843747284262,0,0,0,0,0,0,0,0,0.0230858468677494,0,0,0.0520515826494724,0,0,0,0,0,0
"ASV484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144768187648891
"ASV332",0,0,0,0,0,0,0,0,0,0,0,0.0233783338821205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487899073120494,0,0,0,0.0480652962515115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV796",0.0031798524548461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079241765071473,0,0,0.00912523599748269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819192510239906,0.00518479127891518,0,0,0.00329851566794942
"ASV561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088150289017341,0.0106683804627249,0,0,0,0.00950892275628501,0,0,0,0,0,0,0,0,0,0.015555287591945,0,0
"ASV119",0.0052149580259476,0,0,0,0,0,0,0.0708010335917313,0,0,0,0,0,0,0.0702643171806167,0,0,0,0,0,0,0,0,0.00366578182277841,0.0567967275015733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819499894935911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV246",0,0,0,0,0,0,0,0,0.0266266058847907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760582010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV296",0,0,0,0,0,0,0,0,0.00259013675922089,0,0,0,0,0,0,0,0.0277336591325596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872736746124788,0,0,0,0,0,0,0,0,0,0.00289400699385023,0,0
"ASV51",0,0,0,0,0,0,0,0,0.0146083713220058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV449",0,0,0,0,0,0,0,0,0,0.0306159420289855,0,0,0,0.00844962232748688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881057268722467,0,0,0,0,0,0,0
"ASV30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325676526117055,0,0,0.0773121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV394",0,0,0,0.023463687150838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV968",0,0,0,0,0,0,0,0,0,0,0,0,0.0057178179570391,0,0,0,0,0,0,0,0,0,0,0.00265453166477057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV314",0,0,0,0.0271880819366853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV626",0,0,0,0,0.0140091696383087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193401592718999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379218809252939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404624277456647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV429",0,0,0,0,0,0,0,0,0,0,0,0.0194270661837339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270324389267121,0,0,0,0,0,0,0
"ASV772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106936416184971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924574209245742,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276114844227245,0,0,0,0.0761919130959565,0,0,0,0,0,0.0260710871643348,0,0,0.0232168192957565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046572551302576,0
"ASV162",0,0,0,0,0,0,0,0.0165374677002584,0.00745959386655615,0,0,0,0,0,0,0,0,0,0,0,0.0147857573928787,0,0,0.00669953229680192,0,0,0.0118188928478318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611539484179739,0,0,0
"ASV1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021073850100788
"ASV701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752314814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV34",0,0,0,0,0,0,0,0,0,0.0197463768115942,0,0,0,0,0,0,0,0,0,0,0,0.0214418893722809,0,0,0,0,0,0,0,0,0.0733487626847071,0,0,0,0,0,0.0995360607338676,0,0,0,0,0,0.0200168817074641,0,0
"ASV251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384731442365721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986078886310905,0,0,0,0,0,0,0,0,0
"ASV614",0,0,0,0,0,0,0,0,0,0.0206521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV90",0,0,0,0.0511483550589696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV48",0,0,0,0.00409683426443203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796359499431172,0,0,0,0,0,0.00941571004772346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV256",0,0,0,0,0,0,0,0,0.0173021135515955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012387814435596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180539273153576,0,0,0,0,0,0
"ASV671",0,0,0,0,0,0,0,0,0.0101533360961459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV213",0,0,0,0,0,0,0,0,0,0.0514492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534927627438641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690373843949459,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328656301352547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV180",0,0,0.0396943719716735,0,0.0152827305145186,0,0,0,0,0,0.00449030285659692,0,0,0,0,0,0,0,0,0,0,0,0.0291832010582011,0,0,0,0,0,0,0,0,0,0,0,0.043247263840187,0,0,0,0,0,0,0,0,0,0
"ASV443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021014050091631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188280499519693,0,0,0,0,0,0,0,0,0,0,0
